shard,model,field,why_missing,what_i_tried
intel-xeon-dew,Xeon w3-2435,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w3-2435,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w3-2435,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w3-2525,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w3-2525,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w3-2525,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w3-2525,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w3-2423,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w3-2423,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w3-2423,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w3-2423,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w3-2425,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w3-2425,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w3-2425,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w3-2425,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w9-3595X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w9-3595X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w9-3595X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w9-3595X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w9-3495X,all_core_boost,ARK/secondary sources for this generation do not report a distinct all-core turbo frequency separate from max turbo,Checked ARK page and TechPowerUp/WikiChip; no all-core value published
intel-xeon-dew,Xeon w9-3495X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w9-3495X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w9-3495X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w9-3495X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w9-3575X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w9-3575X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w9-3575X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w9-3575X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w9-3475X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w9-3475X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w9-3475X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w9-3475X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w7-3565X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w7-3565X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w7-3565X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w7-3565X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w7-3465X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w7-3465X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w7-3465X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w7-3465X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w7-3555,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w7-3555,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w7-3555,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w7-3555,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w7-3455,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w7-3455,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w7-3455,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w7-3455,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w7-3545,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w7-3545,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w7-3545,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w7-3545,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w7-3445,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w7-3445,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w7-3445,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w7-3445,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w5-3535X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w5-3535X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w5-3535X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w5-3535X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w5-3435X,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w5-3435X,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w5-3435X,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w5-3435X,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w5-3525,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w5-3525,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w5-3525,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w5-3525,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-dew,Xeon w5-3425,cxl,CXL support not explicitly documented by Intel for this platform/generation,Checked ARK and platform briefs; no CXL mention found (client-derived or pre-CXL-era platform)
intel-xeon-dew,Xeon w5-3425,igpu_cores,iGPU execution unit count not published for this SKU (either no iGPU present or ARK omits EU count),Checked ARK graphics specifications; no EU/core count listed
intel-xeon-dew,Xeon w5-3425,igpu_clock,iGPU max dynamic frequency not published for this SKU,Checked ARK graphics specifications; no frequency listed
intel-xeon-dew,Xeon w5-3425,npu_tops,No NPU present on any Xeon D/E/W SKU in this shard (pre-AI PC era silicon),Confirmed via ARK; no NPU/AI accelerator listed on any Skylake through Sapphire Rapids Xeon D/E/W part
intel-xeon-sp-a,Xeon Platinum 8380HL,mem_max_capacity,H_vs_HL_variants_differ_by_up_to_4x,"H suffix ~1.1TB DDR4-only vs HL suffix ~4.5TB with Optane PMem 200; no single authoritative per-SKU ARK figure captured, left blank"
intel-xeon-sp-a,Xeon Platinum 8380H,mem_max_capacity,H_vs_HL_variants_differ_by_up_to_4x,"H suffix ~1.1TB DDR4-only vs HL suffix ~4.5TB with Optane PMem 200; no single authoritative per-SKU ARK figure captured, left blank"
